日期,股票代码,股票名称,买入信号总分,触发信号,收盘价,K,D,J,DIF,DEA
2025-10-27,688176,亚虹医药,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,9.94,26.47,21.2,37.01,-0.388,-0.393
2025-10-28,002721,金一文化,8,KDJ低位反转金叉，MACD金叉，MACD柱体由绿转红,3.41,21.88,20.49,24.67,-0.089,-0.092
2025-10-23,000686,东北证券,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,8.72,49.31,41.19,65.55,0.032,0.029
2025-10-24,300129,泰胜风能,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,8.51,54.76,45.74,72.8,0.109,0.107
2025-10-27,600058,五矿发展,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.17,61.66,51.53,81.9,-0.022,-0.025
2025-10-27,688009,中国通号,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,5.49,62.43,49.65,88.01,0.009,0.003
2025-10-27,601108,财通证券,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,8.53,63.67,53.39,84.24,0.014,0.008
2025-10-27,601179,中国西电,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,7.68,61.52,50.58,83.4,0.197,0.167
2025-10-27,601555,东吴证券,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,9.78,56.72,42.88,84.4,0.029,0.02
2025-10-27,002797,第一创业,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,7.91,61.61,46.02,92.79,-0.006,-0.008
2025-10-27,600905,三峡能源,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,4.33,59.07,52.23,72.74,0.01,0.009
2025-10-27,600397,江钨装备,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,7.73,37.67,37.67,37.65,0.018,0.016
2025-10-27,600795,国电电力,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,5.31,72.37,62.61,91.89,0.054,0.05
2025-10-28,000892,欢瑞世纪,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,6.49,72.18,63.36,89.84,0.137,0.124
2025-10-28,000753,漳州发展,7,MACD金叉，MACD柱体由绿转红，短期均线多头确认,8.64,74.51,59.52,104.51,0.258,0.211
2025-10-22,300176,鸿特科技,5,MACD金叉，MACD柱体由绿转红,7.38,81.09,70.83,101.62,-0.049,-0.056
2025-10-23,300299,富春股份,5,MACD金叉，MACD柱体由绿转红,6.32,55.68,43.9,79.26,-0.19,-0.197
2025-10-23,600189,泉阳泉,5,MACD金叉，MACD柱体由绿转红,7.15,52.85,43.59,71.36,-0.064,-0.069
2025-10-23,000839,国安股份,5,MACD金叉，MACD柱体由绿转红,2.69,67.7,55.93,91.24,-0.046,-0.049
2025-10-23,002103,广博股份,5,MACD金叉，MACD柱体由绿转红,9.47,55.33,40.18,85.62,-0.226,-0.238
2025-10-23,000428,华天酒店,5,MACD金叉，MACD柱体由绿转红,3.33,84.32,74.0,104.97,-0.109,-0.117
2025-10-23,002221,东华能源,5,MACD金叉，MACD柱体由绿转红,8.37,59.36,44.22,89.63,-0.153,-0.159
2025-10-24,300350,华鹏飞,5,MACD金叉，MACD柱体由绿转红,6.74,83.88,75.86,99.93,0.029,0.021
2025-10-24,300011,鼎汉技术,5,MACD金叉，MACD柱体由绿转红,8.1,71.08,61.35,90.53,-0.046,-0.059
2025-10-24,300227,光韵达,5,MACD金叉，MACD柱体由绿转红,9.99,74.27,59.22,104.36,-0.097,-0.15
2025-10-24,300355,蒙草生态,5,MACD金叉，MACD柱体由绿转红,4.15,55.78,49.01,69.32,-0.093,-0.095
2025-10-24,300279,和晶科技,5,MACD金叉，MACD柱体由绿转红,7.48,79.35,66.41,105.23,-0.138,-0.151
2025-10-27,600110,诺德股份,5,MACD金叉，MACD柱体由绿转红,6.57,68.26,57.52,89.74,-0.147,-0.159
2025-10-27,601162,天风证券,5,MACD金叉，MACD柱体由绿转红,5.28,32.27,28.59,39.65,-0.059,-0.062
2025-10-27,601990,南京证券,5,MACD金叉，MACD柱体由绿转红,8.52,61.33,46.21,91.57,-0.026,-0.028
2025-10-27,603399,永杉锂业,5,MACD金叉，MACD柱体由绿转红,9.86,48.29,38.02,68.82,-0.089,-0.099
2025-10-27,688280,精进电动,5,MACD金叉，MACD柱体由绿转红,8.06,76.39,58.97,111.22,-0.223,-0.226
2025-10-27,688496,清越科技,5,MACD金叉，MACD柱体由绿转红,8.93,62.51,51.85,83.81,-0.19,-0.197
2025-10-27,603980,吉华集团,5,MACD金叉，MACD柱体由绿转红,5.54,62.83,59.25,69.98,-0.038,-0.039
2025-10-27,605006,山东玻纤,5,MACD金叉，MACD柱体由绿转红,7.74,55.95,49.69,68.48,-0.108,-0.117
2025-10-27,688602,康鹏科技,5,MACD金叉，MACD柱体由绿转红,8.51,52.48,38.74,79.95,-0.109,-0.117
2025-10-27,688609,九联科技,5,MACD金叉，MACD柱体由绿转红,9.63,59.76,47.05,85.18,-0.298,-0.304
2025-10-27,600841,动力新科,5,MACD金叉，MACD柱体由绿转红,6.31,44.08,41.69,48.88,-0.119,-0.126
2025-10-28,002292,奥飞娱乐,5,MACD金叉，MACD柱体由绿转红,8.58,56.45,50.24,68.87,-0.221,-0.229
2025-10-28,002175,东方智造,5,MACD金叉，MACD柱体由绿转红,4.57,65.16,54.33,86.82,-0.119,-0.126
2025-10-28,002354,天娱数科,5,MACD金叉，MACD柱体由绿转红,6.67,65.37,52.98,90.15,-0.176,-0.183
2025-10-28,000925,众合科技,5,MACD金叉，MACD柱体由绿转红,7.77,78.37,65.2,104.7,-0.066,-0.069
2025-10-28,000936,华西股份,5,MACD金叉，MACD柱体由绿转红,7.46,79.55,66.91,104.82,-0.087,-0.091
2025-10-28,000100,TCL科技,5,MACD金叉，MACD柱体由绿转红,4.21,62.41,47.96,91.3,-0.065,-0.066
2025-10-28,000503,国新健康,5,MACD金叉，MACD柱体由绿转红,9.95,40.51,29.73,62.06,-0.138,-0.141
2025-10-28,000803,山高环能,5,MACD金叉，MACD柱体由绿转红,6.67,31.83,35.57,24.35,-0.126,-0.126
2025-10-23,002321,华英农业,3,KDJ低位反转金叉,2.79,27.34,23.79,34.45,0.014,0.035
2025-10-27,600212,绿能慧充,3,KDJ低位反转金叉,8.25,14.44,12.27,18.77,-0.127,-0.108
2025-10-27,603366,日出东方,3,KDJ低位反转金叉,9.32,39.86,38.9,41.78,-0.197,-0.214
2025-10-27,920682,球冠电缆,3,KDJ低位反转金叉,9.83,31.44,29.84,34.65,-0.14,-0.148
2025-10-27,603707,健友股份,3,KDJ低位反转金叉,9.93,26.82,20.64,39.18,-0.317,-0.281
2025-10-27,002548,金新农,3,KDJ低位反转金叉,4.75,27.37,18.97,44.17,-0.024,0.034
2025-10-27,601008,连云港,3,KDJ低位反转金叉,5.91,23.57,17.92,34.86,-0.018,-0.01
2025-10-27,600770,综艺股份,3,KDJ低位反转金叉,5.53,36.5,34.21,41.08,-0.078,-0.065
2025-10-27,600782,新钢股份,3,KDJ低位反转金叉,4.07,27.91,25.89,31.93,-0.025,-0.015
2025-10-27,600550,保变电气,3,KDJ低位反转金叉,8.46,33.03,25.37,48.36,-0.048,-0.042
2025-10-28,002492,恒基达鑫,3,KDJ低位反转金叉,7.86,34.5,28.07,47.38,0.07,0.101
2025-10-22,300289,利德曼,2,短期均线多头确认,8.19,69.51,64.47,79.6,-0.087,-0.158
2025-10-22,300423,昇辉科技,2,短期均线多头确认,8.04,62.26,60.08,66.62,0.189,0.146
2025-10-22,300425,中建环能,2,短期均线多头确认,5.37,84.37,80.0,93.11,-0.005,-0.038
2025-10-23,300334,津膜科技,2,短期均线多头确认,7.51,87.87,85.15,93.3,0.023,-0.036
2025-10-23,002327,富安娜,2,短期均线多头确认,7.26,87.96,81.7,100.48,-0.016,-0.038
2025-10-23,300187,永清环保,2,短期均线多头确认,5.3,86.24,84.79,89.15,-0.008,-0.044
2025-10-23,002775,文科股份,2,短期均线多头确认,5.05,67.81,65.58,72.28,0.118,0.056
2025-10-23,000635,英 力 特,2,短期均线多头确认,8.8,91.37,84.52,105.05,-0.005,-0.072
2025-10-23,000639,西王食品,2,短期均线多头确认,3.22,79.74,73.8,91.61,-0.029,-0.044
2025-10-23,000507,珠海港,2,短期均线多头确认,5.63,87.01,84.17,92.69,0.017,-0.007
2025-10-23,000983,山西焦煤,2,短期均线多头确认,7.6,76.9,75.03,80.64,0.082,0.055
2025-10-23,001213,中铁特货,2,短期均线多头确认,4.29,88.18,82.27,99.99,0.008,-0.003
2025-10-23,002546,新联电子,2,短期均线多头确认,6.92,78.49,72.87,89.72,0.146,0.054
2025-10-23,002666,德联集团,2,短期均线多头确认,5.57,92.13,86.43,103.51,0.033,0.013
2025-10-23,300749,顶固集创,2,短期均线多头确认,9.53,96.4,93.03,103.14,0.112,0.035
2025-10-23,600168,未知,2,短期均线多头确认,6.16,81.57,87.4,69.92,0.219,0.087
2025-10-23,002208,未知,2,短期均线多头确认,14.32,87.66,90.09,82.82,1.896,1.306
2025-10-23,000637,未知,2,短期均线多头确认,4.68,68.41,76.33,52.58,0.106,0.037
2025-10-23,002207,未知,2,短期均线多头确认,9.06,70.37,74.32,62.48,0.302,0.203
2025-10-24,600986,浙文互联,2,短期均线多头确认,8.93,92.51,85.69,106.14,-0.063,-0.177
2025-10-24,601188,龙江交通,2,短期均线多头确认,3.65,74.66,81.73,60.51,0.02,-0.002
2025-10-24,300132,青松股份,2,短期均线多头确认,6.92,80.39,80.63,79.9,0.073,0.004
2025-10-24,300154,瑞凌股份,2,短期均线多头确认,9.08,91.46,85.15,104.08,-0.013,-0.114
2025-10-24,300162,雷曼光电,2,短期均线多头确认,7.63,88.32,76.05,112.88,-0.028,-0.068
2025-10-24,300242,佳云科技,2,短期均线多头确认,4.57,90.28,80.82,109.21,-0.005,-0.064
2025-10-24,300281,金明精机,2,短期均线多头确认,7.75,85.3,77.59,100.73,-0.063,-0.112
2025-10-24,601388,怡球资源,2,短期均线多头确认,3.02,42.54,37.71,52.19,0.046,0.052
2025-10-24,601949,中国出版,2,短期均线多头确认,6.86,72.16,65.87,84.73,-0.027,-0.049
2025-10-24,002672,东江环保,2,短期均线多头确认,4.99,62.61,61.95,63.93,0.065,0.019
2025-10-24,000965,未知,2,短期均线多头确认,4.6,71.82,76.26,62.93,0.066,0.011
2025-10-24,600716,未知,2,短期均线多头确认,4.16,82.36,87.77,71.53,0.066,0.016
2025-10-24,300105,未知,2,短期均线多头确认,7.71,79.0,82.95,71.11,0.087,0.023
2025-10-24,601238,未知,2,短期均线多头确认,7.78,45.87,47.21,43.2,0.019,0.007
2025-10-24,601326,未知,2,短期均线多头确认,3.65,67.83,77.1,49.28,0.061,0.036
2025-10-27,600103,青山纸业,2,短期均线多头确认,3.69,67.83,63.24,77.01,0.066,0.106
2025-10-27,600120,浙江东方,2,短期均线多头确认,6.5,69.79,56.74,95.88,0.007,-0.024
2025-10-27,600163,中闽能源,2,短期均线多头确认,5.32,67.31,70.78,60.38,0.001,-0.017
2025-10-27,600642,申能股份,2,短期均线多头确认,8.31,91.41,90.22,93.79,0.072,0.033
2025-10-27,002303,美盈森,2,短期均线多头确认,4.56,74.7,72.28,79.52,0.042,0.047
2025-10-27,301175,中科环保,2,短期均线多头确认,5.49,84.15,76.74,98.96,0.009,-0.012
2025-10-27,600023,浙能电力,2,短期均线多头确认,5.31,76.77,75.83,78.67,0.05,0.029
2025-10-27,600027,华电国际,2,短期均线多头确认,5.38,77.41,75.6,81.03,0.006,-0.016
2025-10-27,601106,中国一重,2,短期均线多头确认,3.42,74.66,73.73,76.51,0.082,0.051
2025-10-27,002092,中泰化学,2,短期均线多头确认,4.71,58.66,57.27,61.45,-0.02,-0.034
2025-10-27,603018,华设集团,2,短期均线多头确认,7.85,86.22,80.94,96.77,-0.028,-0.057
2025-10-27,600016,民生银行,2,短期均线多头确认,4.09,62.57,71.35,45.01,-0.046,-0.078
2025-10-27,600073,光明肉业,2,短期均线多头确认,7.06,57.99,46.59,80.8,-0.063,-0.079
2025-10-27,600076,康欣新材,2,短期均线多头确认,2.92,66.64,60.48,78.94,0.019,0.013
2025-10-27,603335,迪生力,2,短期均线多头确认,5.97,86.93,80.66,99.48,0.084,0.052
2025-10-27,603616,韩建河山,2,短期均线多头确认,5.69,74.64,78.72,66.5,0.015,-0.054
2025-10-27,920021,流金科技,2,短期均线多头确认,6.75,54.75,52.21,59.81,-0.156,-0.2
2025-10-27,920057,百甲科技,2,短期均线多头确认,7.32,54.89,51.92,60.81,-0.122,-0.153
2025-10-27,600579,中化装备,2,短期均线多头确认,8.95,78.93,82.93,70.93,0.03,-0.043
2025-10-27,603759,海天股份,2,短期均线多头确认,9.68,93.84,94.27,92.98,0.315,0.142
2025-10-27,688469,芯联集成,2,短期均线多头确认,6.77,61.99,40.62,104.75,0.195,0.225
2025-10-27,600930,华电新能,2,短期均线多头确认,6.45,59.93,49.15,81.51,-0.014,-0.022
2025-10-27,601618,中国中冶,2,短期均线多头确认,3.82,34.86,26.41,51.74,0.081,0.102
2025-10-27,601669,中国电建,2,短期均线多头确认,5.82,51.12,43.55,66.26,-0.007,-0.022
2025-10-27,600390,五矿资本,2,短期均线多头确认,5.97,57.77,47.86,77.6,-0.038,-0.05
2025-10-27,600805,悦达投资,2,短期均线多头确认,5.45,67.06,70.08,61.01,-0.006,-0.048
2025-10-27,600510,黑牡丹,2,短期均线多头确认,8.9,83.93,78.33,95.12,0.256,0.178
2025-10-27,600578,京能电力,2,短期均线多头确认,5.04,88.48,89.61,86.23,0.166,0.097
2025-10-27,002535,林州重机,2,短期均线多头确认,4.06,78.02,75.01,84.04,-0.015,-0.03
2025-10-27,603797,联泰环保,2,短期均线多头确认,4.8,83.76,87.62,76.02,0.042,0.009
2025-10-27,000980,众泰汽车,2,短期均线多头确认,4.03,71.09,55.75,101.78,0.187,0.17
2025-10-27,600356,恒丰纸业,2,短期均线多头确认,9.85,76.32,79.14,70.68,0.023,-0.003
2025-10-27,600370,三房巷,2,短期均线多头确认,2.31,70.54,68.04,75.53,0.052,0.031
2025-10-27,603307,未知,2,短期均线多头确认,46.77,70.98,69.9,73.14,1.617,1.299
2025-10-27,600583,未知,2,短期均线多头确认,5.6,76.42,77.5,74.25,0.041,0.012
2025-10-27,603808,未知,2,短期均线多头确认,8.73,82.4,84.56,78.07,0.169,0.074
2025-10-28,002337,赛象科技,2,短期均线多头确认,7.48,81.79,79.76,85.86,0.281,0.108
2025-10-28,002357,富临运业,2,短期均线多头确认,10.09,71.06,56.96,99.24,-0.147,-0.185
2025-10-28,002363,隆基机械,2,短期均线多头确认,8.54,82.45,82.29,82.77,0.125,0.005
2025-10-28,002235,安妮股份,2,短期均线多头确认,7.57,77.23,74.55,82.57,-0.079,-0.134
2025-10-28,002293,罗莱生活,2,短期均线多头确认,9.39,72.78,74.51,69.34,0.216,0.129
2025-10-28,002300,太阳电缆,2,短期均线多头确认,6.58,89.54,85.48,97.66,0.025,-0.007
2025-10-28,000928,中钢国际,2,短期均线多头确认,6.72,39.8,43.47,32.45,0.074,0.038
2025-10-28,301558,三态股份,2,短期均线多头确认,8.91,89.86,80.82,107.95,-0.077,-0.133
2025-10-28,600051,宁波联合,2,短期均线多头确认,7.61,87.95,87.71,88.42,0.044,-0.008
2025-10-28,002161,远 望 谷,2,短期均线多头确认,7.88,74.56,74.16,75.37,-0.026,-0.079
2025-10-28,002172,澳洋健康,2,短期均线多头确认,4.29,86.04,83.49,91.15,0.011,-0.012
2025-10-28,002178,延华智能,2,短期均线多头确认,6.66,78.68,74.61,86.82,-0.107,-0.144
2025-10-28,002909,集泰股份,2,短期均线多头确认,6.61,83.19,83.93,81.73,-0.007,-0.04
2025-10-28,002367,康力电梯,2,短期均线多头确认,7.34,90.57,89.71,92.3,0.007,-0.066
2025-10-28,002398,垒知集团,2,短期均线多头确认,5.47,83.24,83.7,82.34,0.04,-0.004
2025-10-28,002458,益生股份,2,短期均线多头确认,8.9,73.5,74.37,71.75,0.019,-0.048
2025-10-28,002519,银河电子,2,短期均线多头确认,4.73,77.12,69.99,91.38,-0.072,-0.102
2025-10-28,002522,浙江众成,2,短期均线多头确认,4.84,83.15,79.33,90.77,-0.059,-0.087
2025-10-28,000703,恒逸石化,2,短期均线多头确认,6.9,73.68,67.56,85.92,0.091,0.063
2025-10-28,002752,昇兴股份,2,短期均线多头确认,5.88,81.23,82.26,79.17,0.057,0.024
2025-10-28,002758,浙农股份,2,短期均线多头确认,9.74,72.15,73.3,69.85,0.033,-0.033
2025-10-28,002788,鹭燕医药,2,短期均线多头确认,8.52,88.67,87.48,91.05,0.026,-0.019
2025-10-28,000530,冰山冷热,2,短期均线多头确认,6.86,64.86,67.33,59.91,0.122,0.055
2025-10-28,000541,佛山照明,2,短期均线多头确认,6.39,78.01,77.19,79.66,-0.057,-0.078
2025-10-28,000862,银星能源,2,短期均线多头确认,6.09,79.25,74.31,89.14,0.082,0.055
2025-10-28,003037,三和管桩,2,短期均线多头确认,8.79,80.36,79.52,82.03,0.025,-0.084
2025-10-28,002234,民和股份,2,短期均线多头确认,9.01,86.5,85.03,89.44,0.046,-0.027
2025-10-28,002012,凯恩股份,2,短期均线多头确认,5.8,84.41,82.54,88.14,0.003,-0.043
2025-10-28,001258,立新能源,2,短期均线多头确认,8.21,78.94,77.57,81.68,0.207,0.125
2025-10-28,000589,贵州轮胎,2,短期均线多头确认,5.0,76.24,70.17,88.39,0.058,0.036
2025-10-28,002702,海欣食品,2,短期均线多头确认,4.83,87.23,86.82,88.04,0.085,0.03
2025-10-28,002712,思美传媒,2,短期均线多头确认,5.55,78.05,77.5,79.14,-0.05,-0.089
2025-10-28,002044,美年健康,2,短期均线多头确认,5.35,39.76,31.55,56.17,-0.014,-0.035
2025-10-28,002578,闽发铝业,2,短期均线多头确认,3.68,51.76,60.04,35.19,0.067,0.042
2025-10-28,002588,史丹利,2,短期均线多头确认,9.6,74.82,71.8,80.87,0.008,-0.054
2025-10-28,000701,厦门信达,2,短期均线多头确认,6.48,80.86,81.17,80.24,0.061,-0.042
2025-10-28,000705,浙江震元,2,短期均线多头确认,9.85,75.46,69.79,86.81,0.04,0.027
2025-10-28,000755,山西高速,2,短期均线多头确认,5.37,72.8,71.56,75.29,0.077,0.039
2025-10-28,000068,华控赛格,2,短期均线多头确认,3.86,45.31,49.38,37.17,0.033,0.014
2025-10-28,000089,深圳机场,2,短期均线多头确认,7.32,66.47,69.71,59.98,0.049,0.017
2025-10-28,002614,奥佳华,2,短期均线多头确认,6.95,87.99,86.73,90.5,0.014,-0.031
2025-10-28,001313,粤海饲料,2,短期均线多头确认,7.27,77.22,70.55,90.56,-0.072,-0.102
2025-10-28,000600,未知,2,短期均线多头确认,9.7,82.67,83.58,80.86,0.601,0.484
2025-10-28,002728,未知,2,短期均线多头确认,11.04,74.47,75.22,72.97,0.525,0.289
2025-10-28,000899,未知,2,短期均线多头确认,10.78,70.29,73.79,63.29,0.305,0.238
2025-10-28,002136,未知,2,短期均线多头确认,11.34,70.32,66.37,78.22,0.077,0.054
2025-10-28,001217,未知,2,短期均线多头确认,13.04,80.79,75.42,91.53,0.234,0.174
2025-10-28,002603,未知,2,短期均线多头确认,17.72,72.57,72.58,72.56,0.272,0.153
2025-10-28,001286,未知,2,短期均线多头确认,9.36,76.19,78.6,71.36,0.062,0.039
2025-10-28,301010,未知,2,短期均线多头确认,24.51,79.65,78.88,81.18,1.12,0.588
2025-10-28,002054,未知,2,短期均线多头确认,8.83,71.25,73.13,67.48,0.505,0.321
